decision_id,assignment_rank,is_primary,parse_status,isic_code,isic_level,description,section,section_description,division,division_description,group,group_description,reference_version,source_token
Spain_96,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
Spain_98,1,1,MATCHED,6512,CLASS,Non-life insurance,K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",651,Insurance,3de77d05ace5,6512
Spain_99,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_100,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_97,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_103,1,1,MATCHED,6499,CLASS,"Other financial service activities, except insurance and pension funding activities, n.e.c.",K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",3de77d05ace5,6499
Spain_102,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_101,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Spain_107,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Spain_105,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Spain_106,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_104,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_108,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Spain_110,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_111,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_109,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_112,1,1,MATCHED,51,DIVISION,Air transport,H,Transportation and storage,51,Air transport,,,3de77d05ace5,51
Spain_116,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_117,1,1,MATCHED,6311,CLASS,"Data processing, hosting and related activities",J,Information and communication,63,Information service activities,631,"Data processing, hosting and related activities; web portals",3de77d05ace5,6311
Spain_115,1,1,MATCHED,3510,CLASS,"Electric power generation, transmission and distribution",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3de77d05ace5,3510
Spain_114,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_119,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_113,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_118,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_121,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_120,1,1,MATCHED,35,DIVISION,"Electricity, gas, steam and air conditioning supply",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",,,3de77d05ace5,35
Spain_122,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Spain_124,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_126,1,1,MATCHED,6110,CLASS,Wired telecommunications activities,J,Information and communication,61,Telecommunications,611,Wired telecommunications activities,3de77d05ace5,6110
Spain_125,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_127,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_123,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_130,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_129,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_128,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_133,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_131,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_132,1,1,MATCHED,5813,CLASS,"Publishing of newspapers, journals and periodicals",J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",3de77d05ace5,5813
Spain_134,1,1,MATCHED,49,DIVISION,Land transport and transport via pipelines,H,Transportation and storage,49,Land transport and transport via pipelines,,,3de77d05ace5,49
Spain_134,2,0,MATCHED,52,DIVISION,Warehousing and support activities for transportation,H,Transportation and storage,52,Warehousing and support activities for transportation,,,3de77d05ace5,52
Spain_137,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_135,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_136,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_138,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_139,,0,UNRECOGNIZED,NACE Rev. 2: 78.10 (Activities of employment placement agencies),UNKNOWN,,,,,,,,3de77d05ace5,NACE Rev. 2: 78.10 (Activities of employment placement agencies)
Spain_141,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_140,1,1,MATCHED,9321,CLASS,Activities of amusement parks and theme parks,R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,932,Other amusement and recreation activities,3de77d05ace5,9321
Spain_142,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Spain_143,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_144,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Spain_146,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_147,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_149,1,1,MATCHED,6312,CLASS,Web portals,J,Information and communication,63,Information service activities,631,"Data processing, hosting and related activities; web portals",3de77d05ace5,6312
Spain_151,1,1,MATCHED,9311,CLASS,Operation of sports facilities,R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,3de77d05ace5,9311
Spain_150,1,1,MATCHED,17,DIVISION,Manufacture of paper and paper products,C,Manufacturing,17,Manufacture of paper and paper products,,,3de77d05ace5,17
Spain_152,1,1,MATCHED,6110,CLASS,Wired telecommunications activities,J,Information and communication,61,Telecommunications,611,Wired telecommunications activities,3de77d05ace5,6110
Spain_154,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Spain_153,1,1,MATCHED,9311,CLASS,Operation of sports facilities,R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,3de77d05ace5,9311
Spain_155,1,1,MATCHED,641,GROUP,Monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,641
Spain_156,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_158,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_157,1,1,MATCHED,9311,CLASS,Operation of sports facilities,R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,931,Sports activities,3de77d05ace5,9311
Spain_160,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Spain_159,1,1,MATCHED,1071,CLASS,Manufacture of bakery products,C,Manufacturing,10,Manufacture of food products,107,Manufacture of other food products,3de77d05ace5,1071
Spain_162,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_161,1,1,MATCHED,6120,CLASS,Wireless telecommunications activities,J,Information and communication,61,Telecommunications,612,Wireless telecommunications activities,3de77d05ace5,6120
Spain_164,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_165,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Spain_163,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Spain_168,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Spain_169,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_166,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Spain_174,1,1,MATCHED,5229,CLASS,Other transportation support activities,H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,3de77d05ace5,5229
Spain_173,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_171,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_172,1,1,MATCHED,6499,CLASS,"Other financial service activities, except insurance and pension funding activities, n.e.c.",K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",3de77d05ace5,6499
Spain_179,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Spain_178,1,1,MATCHED,3510,CLASS,"Electric power generation, transmission and distribution",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3de77d05ace5,3510
Spain_177,1,1,MATCHED,4711,CLASS,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",471,Retail sale in non-specialized stores,3de77d05ace5,4711
Spain_175,1,1,MATCHED,6499,CLASS,"Other financial service activities, except insurance and pension funding activities, n.e.c.",K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",3de77d05ace5,6499
Spain_176,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_181,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Spain_187,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_180,1,1,MATCHED,3510,CLASS,"Electric power generation, transmission and distribution",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3de77d05ace5,3510
Spain_182,1,1,MATCHED,3510,CLASS,"Electric power generation, transmission and distribution",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3de77d05ace5,3510
Spain_186,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Spain_185,1,1,MATCHED,35,DIVISION,"Electricity, gas, steam and air conditioning supply",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",,,3de77d05ace5,35
Spain_188,1,1,MATCHED,8610,CLASS,Hospital activities,Q,Human health and social work activities,86,Human health activities,861,Hospital activities,3de77d05ace5,8610
Spain_189,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_183,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_190,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_191,1,1,MATCHED,6820,CLASS,Real estate activities on a fee or contract basis,L,Real estate activities,68,Real estate activities,682,Real estate activities on a fee or contract basis,3de77d05ace5,6820
Spain_194,1,1,MATCHED,5510,CLASS,Short term accommodation activities,I,Accommodation and food service activities,55,Accommodation,551,Short term accommodation activities,3de77d05ace5,5510
Spain_192,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Spain_193,1,1,MATCHED,6499,CLASS,"Other financial service activities, except insurance and pension funding activities, n.e.c.",K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",649,"Other financial service activities, except insurance and pension funding activities",3de77d05ace5,6499
Spain_196,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_195,1,1,MATCHED,5813,CLASS,"Publishing of newspapers, journals and periodicals",J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",3de77d05ace5,5813
Spain_200,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_199,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_197,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_198,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_202,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Spain_201,1,1,MATCHED,900,GROUP,"Creative, arts and entertainment activities",R,"Arts, entertainment and recreation",90,"Creative, arts and entertainment activities",900,"Creative, arts and entertainment activities",3de77d05ace5,900
Spain_203,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Spain_206,1,1,MATCHED,6910,CLASS,Legal activities,M,"Professional, scientific and technical activities",69,Legal and accounting activities,691,Legal activities,3de77d05ace5,6910
Spain_205,1,1,MATCHED,6110,CLASS,Wired telecommunications activities,J,Information and communication,61,Telecommunications,611,Wired telecommunications activities,3de77d05ace5,6110
Spain_204,1,1,MATCHED,9321,CLASS,Activities of amusement parks and theme parks,R,"Arts, entertainment and recreation",93,Sports activities and amusement and recreation activities,932,Other amusement and recreation activities,3de77d05ace5,9321
