community,members
291,raw_q52_Fines_set_at_1_000_for_Article_5_1_c_violation_and_500_for_Article_13_violation_based_on_aggravating_factors_including_nature_of_offense_negligence_lack_of_cooperation_and_prior_warnings_with_total_fine_of_1_500_being_proportionate_and_dissuasive
292,raw_q52_Fines_imposed_for_violations_of_accuracy_security_and_erasure_obligations_aggravating_factors_included_nature_and_negligence_while_mitigation_included_cooperation_and_remedial_actions
293,raw_q52_Fines_imposed_for_violations_of_Articles_6_5000_and_13_4000_GDPR_totaling_9000_Aggravating_factors_included_nature_of_violation_and_basic_personal_identifiers_affected
294,raw_q52_Fines_imposed_for_violations_of_Articles_5_1_a_and_f_and_6_1_a_totaling_150_EUR_based_on_the_gravity_and_unauthorized_disclosure_affecting_383_persons
295,raw_q52_Fines_imposed_for_violations_of_Article_9_10_000_and_Article_13_7_000_GDPR_Aggravating_factor_considered_was_nature_gravity_and_duration_of_infringement_No_mitigating_factors_applied
296,raw_q52_Initial_fine_of_4000_proposed_for_GDPR_and_LSSI_violations_Reduced_by_20_for_voluntary_payment_and_20_for_recognition_of_responsibility_resulting_in_2400_Aggravating_factors_included_nature_of_data_and_complaint_initiation
297,raw_q52_Initial_fine_of_5_000_was_reduced_by_20_for_voluntary_payment_and_another_20_for_acknowledgment_of_responsibility_resulting_in_3_000_aggravating_factors_included_negligence_duration_and_data_categories_while_mitigation_included_cooperation_and_remedial_actions
298,raw_q52_Initial_fine_of_50_000_reduced_to_40_000_due_to_voluntary_payment_Aggravating_factor_negligence_in_identity_verification_Mitigating_factor_immediate_cancellation_of_services_and_debt_payment
299,raw_q52_Initial_fine_proposed_at_50_000_reduced_to_30_000_due_to_acknowledgment_of_responsibility_and_voluntary_payment_Aggravating_factors_negligent_action_affecting_basic_identifiers_Mitigating_cooperation_and_remedial_measures
300,raw_q52_Initial_fine_proposed_was_10_000_reduced_to_6_000_due_to_recognition_of_responsibility_and_voluntary_payment_Aggravating_factors_included_negligence_mitigating_factors_included_cooperation_and_data_deletion
301,raw_q52_Initial_fine_proposed_was_10_000_reduced_to_6_000_due_to_voluntary_payment_and_acknowledgment_of_responsibility_aggravating_factor_was_serious_lack_of_diligence_mitigating_factors_included_local_scope_and_non_significant_harm
302,raw_q52_Initial_fine_proposed_was_2000_for_Article_6_violation_Defendant_paid_1600_voluntarily_with_20_reduction_under_LPACAP_Article_85_terminating_procedure_without_admission_of_responsibility
303,raw_q52_Initial_fine_set_at_100_000_for_Article_5_1_d_violation_reduced_to_80_000_for_voluntary_payment_and_further_to_60_000_for_acknowledgment_of_responsibility_applying_cumulative_20_reductions_per_Spanish_administrative_procedure_law
304,raw_q52_Initial_fine_set_at_100_000_reduced_to_60_000_due_to_acknowledgment_of_liability_and_voluntary_payment_considered_serious_due_to_scope_and_negligence_but_mitigated_by_cooperation_and_immediate_correction
305,raw_q52_Initial_fine_set_at_100_000_reduced_to_80_000_due_to_voluntary_payment_Aggravated_by_previous_infringements_mitigated_by_effective_incident_resolution
306,raw_q52_Initial_fine_set_at_2_000_for_deliberate_use_of_another_s_image_for_deception_reduced_to_1_200_due_to_voluntary_payment_and_recognition_of_responsibility_applying_cumulative_20_reductions
307,raw_q52_Initial_fine_set_at_200_000_for_violation_of_Article_6_1_GDPR_considering_nature_duration_previous_infringements_and_link_to_data_processing_activities_Reduced_to_120_000_due_to_voluntary_payment_and_recognition_of_responsibility
308,raw_q52_Initial_fine_set_at_40_000_for_lack_of_diligence_in_verifying_identity_reduced_to_24_000_due_to_voluntary_payment_and_acknowledgment_of_responsibility_within_hearing_period
309,raw_q52_Initial_fine_set_at_5_000_considering_basic_identifiers_affected_as_aggravating_factor_Reduced_to_4_000_due_to_voluntary_payment_though_defendant_did_not_acknowledge_responsibility_Cooperation_in_remedying_violation_was_noted_as_mitigating
310,raw_q52_Initial_fine_set_at_75_000_for_Article_6_violation_reduced_to_60_000_for_acknowledgment_of_responsibility_and_further_to_45_000_for_voluntary_payment_aggravating_factors_included_negligence_and_basic_personal_data_affected_mitigating_factors_included_cooperation_and_remedial_measures
311,raw_q52_Initial_fine_30_000_reduced_to_18_000_due_to_voluntary_payment_and_acknowledgment_of_responsibility_Aggravated_by_negligence_and_basic_data_categories_mitigated_by_cooperation
312,raw_q52_Initial_fines_of_3000_for_Article_5_1_c_and_2000_for_Article_13_were_reduced_to_3000_total_due_to_recognition_of_responsibility_and_voluntary_payment_Aggravating_factors_included_sensitive_data_categories_mitigating_factors_included_cooperation_and_remedial_actions
313,raw_q52_No_fine_imposed_only_warning_and_corrective_measures_due_to_lack_of_legal_basis_for_body_camera_data_processing_with_order_to_cease_processing_and_delete_collected_data
314,raw_q52_No_fine_imposed_reprimand_issued_due_to_failure_to_conduct_DPIA_and_invalid_consent_with_mitigating_factors_including_remedial_actions_taken
315,raw_q47_POLICY_CHANGES_STAFF_TRAINING_1
316,raw_q52_No_fine_was_imposed_a_warning_was_issued_under_Article_77_LOPDGDD_due_to_the_defendant_being_a_public_sector_body_with_mitigating_factors_including_immediate_cessation_data_deletion_and_cooperation
317,raw_q52_No_fine_was_imposed_the_decision_focused_on_corrective_measures_requiring_the_defendant_to_establish_joint_controller_agreements_within_60_days_to_ensure_compliance_with_GDPR_accountability_and_transparency_obligations
318,raw_q52_No_fine_was_imposed_only_a_warning_and_compliance_order_were_issued_for_the_violation_of_Article_5_1_f_GDPR
319,raw_q52_No_fine_was_imposed_only_a_warning_and_compliance_order_were_issued_for_LSSI_cookie_violations_considering_the_defendant_was_a_natural_person
320,raw_q52_No_fine_was_imposed_only_a_reprimand_was_issued_as_corrective_measures_had_already_been_implemented_by_the_defendant_upon_learning_of_the_procedure
321,raw_q52_No_fine_was_imposed_corrective_measures_were_ordered_to_cease_biometric_processing_and_implement_an_alternative_system_with_compliance_required_within_two_months
322,raw_q52_No_fine_was_imposed_corrective_measures_were_ordered_to_adjust_camera_angles_to_limit_recording_to_necessary_areas_only_based_on_violations_of_data_minimization_and_purpose_limitation_principles_without_aggravating_financial_factors_discussed
323,raw_q52_No_fine_was_imposed_a_reprimand_was_issued_instead_due_to_the_minor_nature_of_the_infringement_involving_delayed_response_to_an_access_request
324,raw_q52_No_fine_was_imposed_as_this_is_an_advisory_opinion_on_a_proposed_data_processing_activity_not_an_enforcement_decision
325,raw_q52_No_fine_was_imposed_a_reprimand_was_issued_due_to_the_security_breach_caused_by_a_technical_failure_with_mitigating_actions_taken_by_the_defendant
326,raw_q52_No_fine_was_imposed_a_reprimand_was_issued_due_to_the_nature_of_the_breach_mitigating_factors_including_cooperation_and_remedial_actions_and_the_lack_of_documented_harm_to_data_subjects
327,raw_q52_No_fine_was_imposed_due_to_the_public_sector_status_of_the_defendant_corrective_measures_were_ordered_instead_considering_the_nature_of_the_violations_and_the_defendant_s_cooperation_and_mitigation_actions
328,raw_q52_No_fine_was_imposed_due_to_KRY_s_cooperation_mitigation_efforts_and_the_DPA_s_assessment_that_an_order_for_compliance_was_proportionate_aggravating_factors_included_the_nature_of_violations_and_sensitive_data_while_mitigating_factors_included_KRY_s_actions_to_improve
329,raw_q52_No_fine_was_imposed_as_this_was_an_inspection_supervision_procedure_focused_on_corrective_measures_rather_than_sanctions_The_decision_emphasized_ensuring_compliance_with_GDPR_security_and_minimisation_principles_through_rectification_Separate_misdemeanor_proceedings_handle_any_sanctions
330,raw_q52_No_fine_was_imposed_as_this_was_an_advisory_opinion_on_legal_compliance_rather_than_an_enforcement_action_against_specific_violations
331,raw_q52_No_fine_was_imposed_the_procedure_was_archived_as_no_violation_of_LSSI_Article_22_2_was_found_after_verification_that_cookies_were_technical_and_necessary_and_the_website_complied_with_regulations
332,raw_q52_No_fine_was_imposed_the_resolution_focused_on_compliance_orders_requiring_Google_to_delist_specific_URLs_from_search_results_where_personal_data_was_no_longer_relevant_or_publicly_available
333,raw_q52_No_fine_was_imposed_the_resolution_focused_on_compliance_orders_to_address_the_erasure_request_properly_within_ten_business_days
334,raw_q52_No_fine_was_imposed_the_resolution_focused_on_ordering_compliance_with_the_access_request_within_10_working_days_emphasizing_corrective_measures_rather_than_financial_penalties
335,raw_q52_No_fine_was_imposed_the_resolution_focused_on_ordering_compliance_with_the_access_request_within_ten_business_days_emphasizing_restoration_of_rights_rather_than_punitive_measures
336,raw_q52_No_fine_was_imposed_the_resolution_focused_on_ordering_compliance_with_the_data_subject_s_access_request_within_ten_days
337,raw_q52_No_monetary_fine_imposed_due_to_public_sector_status_under_LOPDGDD_Article_77_only_warning_issued_Violation_duration_from_GDPR_applicability_in_2018_Mitigating_factors_include_contracting_external_service_in_2020_but_DPO_not_appointed_or_notified
338,raw_q52_Penalty_based_on_serious_contravention_of_PECR_sending_752_425_unsolicited_marketing_texts_without_valid_consent_over_6_months_targeting_vulnerable_individuals_with_no_significant_mitigation
339,raw_q52_Proposed_fine_of_3000_EUR_for_LSSI_Article_22_2_violation_reduced_by_20_for_liability_acknowledgment_and_another_20_for_voluntary_payment_resulting_in_1800_EUR_paid_Factors_considered_include_intentionality_and_duration_since_October_2019_complaint_Procedure_terminated_upon_payment
340,raw_q52_STRING
341,raw_q52_STRING_Fine_imposed_for_sending_28_5_million_unsolicited_marketing_messages_without_valid_consent_Amount_reflects_scale_and_nature_of_infringement
342,raw_q52_STRING_No_fine_imposed_due_to_minor_violation_nature_Factors_considered_immediate_remediation_limited_scope_1372_customers_unintentional_error_during_GDPR_implementation_no_serious_consequences_to_data_subjects
343,raw_q52_The_DPA_imposed_warnings_instead_of_fines_due_to_the_defendant_being_a_public_sector_body_under_Spanish_law_considering_the_violations_of_Articles_5_1_f_25_32_and_33_GDPR_with_aggravating_factors_including_negligence_and_mitigating_factors_including_post_incident_security_improvements
344,raw_q52_The_DPA_issued_a_warning_instead_of_a_fine_due_to_the_unintentional_and_negligent_nature_of_the_breach_the_defendant_s_eventual_cooperation_and_mitigating_circumstances_like_illness_and_COVID_19_considering_it_sufficient_and_proportionate
345,raw_q52_The_decision_did_not_impose_a_fine_it_resolved_jurisdictional_issues_by_identifying_BayLDA_as_the_lead_supervisory_authority_and_referring_the_case
346,raw_q52_The_fine_for_Article_6_violation_is_set_at_3_000_EUR_considering_local_scope_number_of_affected_individuals_lack_of_preventive_measures_negligence_no_prior_sanctions_and_defendant_s_status_as_a_natural_person_Factors_under_Article_83_2_are_weighed_for_proportionality_No_fine_for_Article_13_due_to_potential_disproportionality_given_the_other_sanction
347,raw_q52_The_fine_of_2_000_EUR_was_imposed_for_violating_Article_32_and_Article_5_1_f_due_to_a_data_breach_affecting_1_300_users_No_detailed_calculation_reasoning_provided_beyond_the_violation_facts
348,raw_q52_No_fine_was_imposed_as_this_is_an_advisory_opinion_without_enforcement_actions_or_violations_found
349,raw_q52_No_fine_was_imposed_as_this_is_a_non_binding_opinion_not_an_enforcement_decision
350,raw_q52_No_fine_imposed_resolution_focuses_on_compliance_order_requiring_defendant_to_respond_to_access_request_within_10_business_days_with_potential_penalties_for_non_compliance_under_Article_72_1_m_LOPDGDD
351,raw_q52_No_fine_was_imposed_as_the_DPA_found_no_GDPR_violations_and_closed_the_case_determining_the_claimant_s_request_was_abusive_and_excessive
352,raw_q52_No_fine_was_imposed_as_the_appeal_overturned_the_resolution_due_to_insufficient_evidence_of_the_defendant_s_involvement_in_the_alleged_data_processing_violation
353,raw_q52_No_fine_was_imposed_as_the_DPA_found_the_processing_compliant_with_data_protection_regulations_after_the_defendant_conducted_a_required_impact_assessment_and_implemented_appropriate_measures
354,raw_q52_No_fine_was_imposed_as_the_DPA_found_no_violation_of_GDPR_Article_6_concluding_the_defendant_was_legitimized_to_process_data_based_on_contract_execution_for_the_vehicle_purchase
355,raw_q52_No_fine_was_imposed_as_the_DPA_found_no_violation_and_closed_the_case_without_further_action
356,raw_q52_No_fine_was_imposed_as_the_DPA_found_no_infringement_of_GDPR_regulations
357,raw_q52_No_fine_was_imposed_as_the_DPA_found_no_infringement_of_Article_13_GDPR_concluding_the_defendant_had_provided_sufficient_information_and_complied_with_transparency_obligations_regarding_the_biometric_data_processing_for_access_control
358,raw_q52_No_fine_was_imposed_as_no_infringement_was_found_the_case_was_filed_due_to_lack_of_evidence_of_GDPR_violation
359,raw_q52_No_fine_was_imposed_as_this_is_a_non_binding_opinion_response_to_a_query_not_an_enforcement_decision
360,raw_q52_No_fine_was_imposed_as_no_infringement_was_found_the_case_was_archived_due_to_lack_of_evidence
361,raw_q52_No_fine_was_imposed_as_no_infringement_was_found_the_case_was_archived_due_to_lack_of_evidence_of_violations
362,raw_q52_No_fine_was_imposed_as_no_infringement_was_found_the_camera_installation_was_deemed_compliant_with_data_protection_principles
363,raw_q52_No_fine_imposed_warning_issued_due_to_unintentional_nature_immediate_corrective_actions_no_harm_and_first_time_violation
364,raw_q52_No_fine_imposed_violations_deemed_minor_due_to_affecting_only_two_data_subjects_occurring_in_2020_and_defendant_having_since_implemented_system_upgrades_A_reprimand_was_issued_instead
365,raw_q52_No_fine_imposed_temporary_limitation_ordered_due_to_high_risk_to_fundamental_rights_especially_for_minors_and_vulnerable_individuals_with_irreparable_damage_potential_from_biometric_data_processing_violations
366,raw_q52_No_fine_was_imposed_as_the_case_was_archived_due_to_the_statute_of_limitations_expiring_before_the_initiation_of_the_sanctioning_procedure
367,raw_q52_No_fine_was_imposed_as_the_case_was_archived_with_no_violations_found
368,raw_q52_No_fine_was_imposed_as_the_case_was_dismissed_due_to_the_website_no_longer_existing_and_the_complaint_being_moot_the_decision_upheld_the_prior_archiving_resolution
369,raw_q52_No_fine_was_imposed_as_the_case_was_filed_due_to_proven_lawful_processing_based_on_consent
370,raw_q52_No_fine_was_imposed_as_the_case_was_resolved_amicably_through_deletion_of_the_webpage_before_formal_proceedings_concluded
371,raw_q52_No_fine_was_imposed_as_the_case_was_resolved_formally_Google_LLC_eventually_complied_by_responding_to_the_erasure_request_though_late_restoring_the_data_subject_s_rights_without_further_sanctions
372,raw_q52_No_fine_was_imposed_as_the_case_was_resolved_through_formal_procedures_rather_than_sanctions_The_DPA_considered_the_delayed_but_eventual_compliance_and_restoration_of_data_subject_rights_as_sufficient_remedy
373,raw_q52_No_fine_was_imposed_as_the_claim_was_dismissed_with_no_administrative_responsibilities_found_to_be_purged_in_this_case
374,raw_q52_No_fine_was_imposed_as_the_claim_was_dismissed_the_defendant_complied_with_data_subject_rights_by_responding_to_access_and_deletion_requests_and_providing_reasoned_denial_for_deletion_based_on_valid_debt
375,raw_q52_No_fine_was_imposed_as_the_controller_complied_with_breach_notification_requirements_had_adequate_security_measures_and_took_appropriate_remedial_actions_The_DPA_found_no_GDPR_violations_warranting_a_penalty
376,raw_q52_No_fine_was_imposed_as_the_defendant_complied_during_proceedings_resolving_the_complaint
377,raw_q52_No_fine_was_imposed_as_the_defendant_eventually_complied_with_the_access_request_though_extemporaneously_and_no_additional_actions_were_required
378,raw_q52_No_fine_was_imposed_as_the_defendant_is_a_public_sector_body_instead_a_reprimand_was_issued_Aggravating_factors_included_the_nature_and_duration_of_violations_while_mitigating_factors_included_immediate_cessation_and_cooperation
379,raw_q52_No_fine_was_imposed_as_the_procedure_was_archived_due_to_inability_to_identify_the_responsible_party
380,raw_q52_No_fine_was_imposed_as_the_processing_was_found_lawful_under_national_law_the_opinion_provided_non_binding_clarification_without_enforcement_action
381,raw_q52_No_fine_was_imposed_as_this_is_a_non_binding_advisory_opinion_regarding_lawful_processing_of_employee_sick_leave_data_under_GDPR_Article_6_1_c_and_national_employment_law
382,raw_q52_No_fine_was_imposed_as_this_is_a_non_binding_advisory_opinion_not_an_enforcement_decision
383,raw_q52_Fines_imposed_for_violations_of_Article_5_1_f_50_000_and_Article_32_20_000_aggravated_by_defendant_s_role_in_personal_data_processing_activities
384,raw_q52_Fines_imposed_for_specific_violations_1000_EUR_for_art_17_and_21_3_1000_EUR_for_art_5_1_a_b_warning_for_art_15_1_with_art_12_corrective_measures_for_compliance_and_procedures
385,raw_q52_Fines_imposed_for_multiple_GDPR_violations_3000_EUR_for_unlawful_processing_and_lack_of_transparency_2000_EUR_for_excessive_storage_total_5000_EUR_reflecting_severity_and_negligence
386,raw_q52_A_fine_of_2000_EUR_was_imposed_for_violations_of_Articles_12_and_13_specifically_for_inadequate_information_provision_and_excessive_conditions_for_rights_exercise_with_corrective_measures_ordered_to_ensure_future_compliance
387,raw_q52_Fine_based_on_nature_gravity_duration_intentional_non_compliance_after_DPA_notification_previous_infringements_and_categories_of_data_Amount_reflects_public_sector_cap_under_national_law
388,raw_q52_Fine_based_on_nature_gravity_duration_of_violations_negligence_repeat_offenses_high_turnover_large_scale_of_processing_200M_actions_and_failure_to_implement_adequate_controls_despite_prior_sanctions_Total_fine_8_15M_for_multiple_infringements_under_GDPR_LSSICE_and_LGT
389,raw_q52_Fine_based_on_nature_of_data_criminal_convictions_duration_negligence_and_lack_of_legal_basis_Aggravated_by_data_category_and_number_affected_mitigated_by_cooperation_Amount_set_at_2M_considering_turnover_but_below_caps
390,raw_q52_Fine_based_on_gravity_of_breach_involving_special_category_data_and_harm_caused_mitigated_by_immediate_deletion_action
391,raw_q52_A_warning_was_issued_instead_of_a_fine_due_to_the_defendant_being_an_SME_lack_of_prior_infringements_and_prompt_remedial_actions_to_update_information_practices
392,raw_q52_A_fine_of_600_was_initially_proposed_for_violating_Article_5_1_f_GDPR_The_defendant_paid_480_using_a_voluntary_payment_reduction_terminating_the_procedure_The_fine_was_below_statutory_caps
393,raw_q52_A_fine_of_2000_EUR_was_imposed_for_the_very_serious_infringement_of_Article_5_1_c_GDPR_under_Article_83_5_The_amount_reflects_the_balance_of_circumstances_related_to_the_nature_of_the_violation_involving_excessive_processing_of_personal_data_No_aggravating_or_mitigating_factors_beyond_the_infraction_itself_were_detailed
394,raw_q50_RECTIFICATION_ERASURE_RESTRICTION
395,raw_q52_A_fine_of_2000_EUR_was_imposed_for_security_violations_under_Article_32_considering_the_gravity_of_the_breach_involving_health_data_and_unauthorized_disclosures_with_corrective_measures_ordered_for_compliance
396,raw_q51_SME_CONSIDERATION_APPLIED
397,raw_q51_MISSING
398,raw_q51_FINANCIAL_DISTRESS_NOTED
399,raw_q51_ABILITY_TO_PAY_NOT_AFFECTING
400,raw_q51_ABILITY_TO_PAY_CONSIDERED_REDUCING
401,raw_q52_Fine_based_on_violation_of_Article_6_1_GDPR_with_aggravating_factors_including_scope_of_data_processed_link_to_business_activity_and_continued_nature_of_infringement_no_mitigating_factors_applied
402,raw_q52_Fine_calculated_based_on_nature_gravity_duration_of_infringement_and_negligence_10_000_for_access_violation_5_000_for_erasure_violation_Aggravating_factors_included_high_data_processing_activity_and_lack_of_diligence_mitigating_factor_was_partial_response_to_requests
403,raw_q52_Fine_calculated_based_on_nature_gravity_duration_of_infringement_intentional_conduct_large_volume_of_affected_data_subjects_and_entity_s_size_Aggravating_factors_included_design_of_financial_product_conditioning_consent_on_fee_exemption_while_cooperation_and_remedial_actions_were_mitigating
404,raw_q52_Fine_calculated_based_on_nature_gravity_of_infringements_duration_negligence_previous_infringements_and_cooperation_Article_6_violation_200_000_Article_25_violation_1_000_000_Aggravating_factors_included_systematic_issues_affecting_all_customers
405,raw_q52_Fine_calculated_based_on_negligent_action_duration_of_violation_and_impact_on_data_subject_rights_Two_separate_fines_imposed_for_Article_5_1_d_and_Article_17_violations_totaling_100_000
406,raw_q52_Fine_calculated_based_on_seriousness_of_infringements_high_sensitivity_of_genetic_data_and_number_of_affected_subjects_Adjusted_downward_due_to_defendant_s_financial_distress_and_partial_cooperation_but_increased_for_aggravating_factors_like_delayed_breach_notification
407,raw_q37_2000
408,raw_q52_Fine_imposed_for_Article_32_security_violations_due_to_employee_misconduct_causing_unauthorized_data_access_and_disclosure_over_several_years_considering_the_nature_gravity_and_duration_of_infringements
409,raw_q52_Fine_imposed_for_Article_32_violations_due_to_inadequate_security_measures_considered_aggravating_factors_of_nature_gravity_and_negligence_mitigated_by_cooperation_and_remedial_actions_amount_reflects_proportionality
410,raw_q52_Fine_imposed_for_GDPR_violations_including_unauthorized_data_processing_and_lack_of_legal_basis_Corrective_measure_ordered_for_data_anonymization
411,raw_q52_Fine_imposed_for_breach_of_Article_32_security_obligations_due_to_inadequate_measures_against_cyber_attack_resulting_in_data_deletion_and_unavailability
412,raw_q52_Fine_imposed_for_breach_of_Article_32_security_obligations_due_to_unauthorized_data_transmission_via_WhatsApp_amount_based_on_violation_severity
413,raw_q52_Fine_imposed_for_failure_to_communicate_information_to_DPA_amount_based_on_violation_severity_without_detailed_calculation_factors_discussed
414,raw_q52_Fine_imposed_for_failure_to_cooperate_with_DPA_investigation_amount_set_at_4_000_based_on_violation_severity_and_lack_of_response
415,raw_q52_Fine_imposed_for_illegal_processing_of_special_category_data_aggravating_factors_included_nature_gravity_and_data_categories_corrective_measure_ordered_for_compliance
